pore_model_id,status,source,pore_model_extxyz_path,pore_model_pdb_path,pore_diameter_nm,pore_length_nm,hydroxylation_mode
porems_D4p0nm_L4p0nm_silanol_rich,available,porems_python_package,/home/jinhao/mlff/pepp_initial_builder/data/porems_models/porems_D4p0nm_L4p0nm_silanol_rich/pore_model.extxyz,/home/jinhao/mlff/pepp_initial_builder/data/porems_models/porems_D4p0nm_L4p0nm_silanol_rich/pore_model.pdb,4.0,4.0,silanol_rich
