dataset_id,train_extxyz_path,val_extxyz_path,test_extxyz_path,dataset_manifest_path,num_train_frames,num_val_frames,num_test_frames,elements,cp2k_method,basis_set,potential,dispersion,aimd_structure_source_manifest,has_energy,has_forces,has_stress,dataset_status,usable_for_mlff_training,failure_reason
pepp_silica_aimd_cp2k,,,,/home/jinhao/mlff/pepp_initial_builder/data/aimd_dataset/dataset_manifest.csv,0,0,0,C;H;O;Si,PBE_D3_BJ,DZVP-MOLOPT-SR-GTH,GTH-PBE,D3_BJ,/home/jinhao/mlff/pepp_initial_builder/data/aimd_exports/pore_aimd_master_manifest.csv,True,True,False,insufficient_real_cp2k_frames,False,real frames < 10
