patch_id,status,source_pore_model_id,patch_extxyz_path
patch_porems_D4p0nm_L4p0nm_silanol_rich_001,available,porems_D4p0nm_L4p0nm_silanol_rich,/home/jinhao/mlff/pepp_initial_builder/data/silica_patches/patch_porems_D4p0nm_L4p0nm_silanol_rich_001/patch.extxyz
